_key,_id,_rev,rental_id,rental_date,inventory_id,customer_id,return_date,staff_id,last_update
36740,films/36740,_ibvA-u2-_X,103,2005-05-25 17:30:42.000,3343,384,2005-06-03 22:36:42.000,1,2021-03-06 15:53:41
36741,films/36741,_ibvA-u2-_Y,104,2005-05-25 17:46:33.000,4281,310,2005-05-27 15:20:33.000,1,2021-03-06 15:53:41
36742,films/36742,_ibvA-u2-_Z,105,2005-05-25 17:54:12.000,794,108,2005-05-30 12:03:12.000,2,2021-03-06 15:53:41
36743,films/36743,_ibvA-u2-_a,106,2005-05-25 18:18:19.000,3627,196,2005-06-04 00:01:19.000,2,2021-03-06 15:53:41
36744,films/36744,_ibvA-u2-_b,107,2005-05-25 18:28:09.000,2833,317,2005-06-03 22:46:09.000,2,2021-03-06 15:53:41
36745,films/36745,_ibvA-u2-_c,108,2005-05-25 18:30:05.000,3289,242,2005-05-30 19:40:05.000,1,2021-03-06 15:53:41
36746,films/36746,_ibvA-u2-_d,109,2005-05-25 18:40:20.000,1044,503,2005-05-29 20:39:20.000,2,2021-03-06 15:53:41
36747,films/36747,_ibvA-u2-_e,110,2005-05-25 18:43:49.000,4108,19,2005-06-03 18:13:49.000,2,2021-03-06 15:53:41
36748,films/36748,_ibvA-u2-_f,111,2005-05-25 18:45:19.000,3725,227,2005-05-28 17:18:19.000,1,2021-03-06 15:53:41
36749,films/36749,_ibvA-u2-_g,112,2005-05-25 18:57:24.000,2153,500,2005-06-02 20:44:24.000,1,2021-03-06 15:53:41
36750,films/36750,_ibvA-u2-_h,113,2005-05-25 19:07:40.000,2963,93,2005-05-27 22:16:40.000,2,2021-03-06 15:53:42
36751,films/36751,_ibvA-u2-_i,114,2005-05-25 19:12:42.000,4502,506,2005-06-01 23:10:42.000,1,2021-03-06 15:53:42
36752,films/36752,_ibvA-u2-_j,115,2005-05-25 19:13:25.000,749,455,2005-05-29 20:17:25.000,1,2021-03-06 15:53:42
36753,films/36753,_ibvA-u2-_k,116,2005-05-25 19:27:51.000,4453,18,2005-05-26 16:23:51.000,1,2021-03-06 15:53:42
36754,films/36754,_ibvA-u2-_l,117,2005-05-25 19:30:46.000,4278,7,2005-05-31 23:59:46.000,2,2021-03-06 15:53:42
36755,films/36755,_ibvA-u2-_m,118,2005-05-25 19:31:18.000,872,524,2005-05-31 15:00:18.000,1,2021-03-06 15:53:42
36756,films/36756,_ibvA-u2-_n,119,2005-05-25 19:37:02.000,1359,51,2005-05-29 23:51:02.000,2,2021-03-06 15:53:42
36757,films/36757,_ibvA-u2-_o,120,2005-05-25 19:37:47.000,37,365,2005-06-01 23:29:47.000,2,2021-03-06 15:53:42
36758,films/36758,_ibvA-u2-_p,121,2005-05-25 19:41:29.000,1053,405,2005-05-29 21:31:29.000,1,2021-03-06 15:53:42
36759,films/36759,_ibvA-u2-_q,122,2005-05-25 19:46:21.000,2908,273,2005-06-02 19:07:21.000,1,2021-03-06 15:53:42
36760,films/36760,_ibvA-u2-_r,123,2005-05-25 20:26:42.000,1795,43,2005-05-26 19:41:42.000,1,2021-03-06 15:53:42
36761,films/36761,_ibvA-u2-_s,124,2005-05-25 20:46:11.000,212,246,2005-05-30 00:47:11.000,2,2021-03-06 15:53:42
36762,films/36762,_ibvA-u2-_t,125,2005-05-25 20:48:50.000,952,368,2005-06-02 21:39:50.000,1,2021-03-06 15:53:42
36763,films/36763,_ibvA-u2-_u,126,2005-05-25 21:07:59.000,2047,439,2005-05-28 18:51:59.000,1,2021-03-06 15:53:42
36764,films/36764,_ibvA-u2-_v,127,2005-05-25 21:10:40.000,2026,94,2005-06-02 21:38:40.000,1,2021-03-06 15:53:42
36765,films/36765,_ibvA-u2-_w,128,2005-05-25 21:19:53.000,4322,40,2005-05-29 23:34:53.000,1,2021-03-06 15:53:42
36766,films/36766,_ibvA-u2-_x,129,2005-05-25 21:20:03.000,4154,23,2005-06-04 01:25:03.000,2,2021-03-06 15:53:42
36767,films/36767,_ibvA-u2-_y,130,2005-05-25 21:21:56.000,3990,56,2005-05-30 22:41:56.000,2,2021-03-06 15:53:42
36768,films/36768,_ibvA-u2-_z,131,2005-05-25 21:42:46.000,815,325,2005-05-30 23:25:46.000,2,2021-03-06 15:53:42
36769,films/36769,_ibvA-u2-_0,132,2005-05-25 21:46:54.000,3367,479,2005-05-31 21:02:54.000,1,2021-03-06 15:53:42
36770,films/36770,_ibvA-u2-_1,133,2005-05-25 21:48:30.000,399,237,2005-05-30 00:26:30.000,2,2021-03-06 15:53:42
36771,films/36771,_ibvA-u2-_2,134,2005-05-25 21:48:41.000,2272,222,2005-06-02 18:28:41.000,1,2021-03-06 15:53:42
36772,films/36772,_ibvA-u2-_3,135,2005-05-25 21:58:58.000,103,304,2005-06-03 17:50:58.000,1,2021-03-06 15:53:42
36773,films/36773,_ibvA-u2-_4,136,2005-05-25 22:02:30.000,2296,504,2005-05-31 18:06:30.000,1,2021-03-06 15:53:42
36774,films/36774,_ibvA-u2-_5,137,2005-05-25 22:25:18.000,2591,560,2005-06-01 02:30:18.000,2,2021-03-06 15:53:42
36775,films/36775,_ibvA-u2-_6,138,2005-05-25 22:48:22.000,4134,586,2005-05-29 20:21:22.000,2,2021-03-06 15:53:42
36776,films/36776,_ibvA-u2-_7,139,2005-05-25 23:00:21.000,327,257,2005-05-29 17:12:21.000,1,2021-03-06 15:53:42
36777,films/36777,_ibvA-u2-_8,140,2005-05-25 23:34:22.000,655,354,2005-05-27 01:10:22.000,1,2021-03-06 15:53:42
36778,films/36778,_ibvA-u2-_9,141,2005-05-25 23:34:53.000,811,89,2005-06-02 01:57:53.000,1,2021-03-06 15:53:42
36779,films/36779,_ibvA-u2-A-,142,2005-05-25 23:43:47.000,4407,472,2005-05-29 00:46:47.000,2,2021-03-06 15:53:42
36780,films/36780,_ibvA-u2-A_,143,2005-05-25 23:45:52.000,847,297,2005-05-27 21:41:52.000,2,2021-03-06 15:53:42
36781,films/36781,_ibvA-u2-AA,144,2005-05-25 23:49:56.000,1689,357,2005-06-01 21:41:56.000,2,2021-03-06 15:53:42
36782,films/36782,_ibvA-u2-AB,145,2005-05-25 23:59:03.000,3905,82,2005-05-31 02:56:03.000,1,2021-03-06 15:53:42
36783,films/36783,_ibvA-u2-AC,146,2005-05-26 00:07:11.000,1431,433,2005-06-04 00:20:11.000,2,2021-03-06 15:53:42
36784,films/36784,_ibvA-u2-AD,147,2005-05-26 00:17:50.000,633,274,2005-05-29 23:21:50.000,2,2021-03-06 15:53:42
36785,films/36785,_ibvA-u2-AE,148,2005-05-26 00:25:23.000,4252,142,2005-06-01 19:29:23.000,2,2021-03-06 15:53:42
36786,films/36786,_ibvA-u2-AF,149,2005-05-26 00:28:05.000,1084,319,2005-06-02 21:30:05.000,2,2021-03-06 15:53:42
36787,films/36787,_ibvA-u2-AG,150,2005-05-26 00:28:39.000,909,429,2005-06-01 02:10:39.000,2,2021-03-06 15:53:42
36788,films/36788,_ibvA-u2-AH,151,2005-05-26 00:37:28.000,2942,14,2005-05-30 06:28:28.000,1,2021-03-06 15:53:42
36789,films/36789,_ibvA-u2-AI,152,2005-05-26 00:41:10.000,2622,57,2005-06-03 06:05:10.000,1,2021-03-06 15:53:42
36790,films/36790,_ibvA-u2-AJ,153,2005-05-26 00:47:47.000,3888,348,2005-05-27 21:28:47.000,1,2021-03-06 15:53:42
36791,films/36791,_ibvA-u2-AK,154,2005-05-26 00:55:56.000,1354,185,2005-05-29 23:18:56.000,2,2021-03-06 15:53:42
36792,films/36792,_ibvA-u2-AL,155,2005-05-26 01:15:05.000,288,551,2005-06-01 00:03:05.000,1,2021-03-06 15:53:42
36793,films/36793,_ibvA-u2-AM,156,2005-05-26 01:19:05.000,3193,462,2005-05-27 23:43:05.000,1,2021-03-06 15:53:42
36794,films/36794,_ibvA-u2-AN,157,2005-05-26 01:25:21.000,887,344,2005-05-26 21:17:21.000,2,2021-03-06 15:53:42
36795,films/36795,_ibvA-u2-AO,158,2005-05-26 01:27:11.000,2395,354,2005-06-03 00:30:11.000,2,2021-03-06 15:53:42
36796,films/36796,_ibvA-u2-AP,159,2005-05-26 01:34:28.000,3453,505,2005-05-29 04:00:28.000,1,2021-03-06 15:53:42
36797,films/36797,_ibvA-u2-AQ,160,2005-05-26 01:46:20.000,1885,290,2005-06-01 05:45:20.000,1,2021-03-06 15:53:42
36798,films/36798,_ibvA-u2-AR,161,2005-05-26 01:51:48.000,2941,182,2005-05-27 05:42:48.000,1,2021-03-06 15:53:42
36799,films/36799,_ibvA-u2-AS,162,2005-05-26 02:02:05.000,1229,296,2005-05-27 03:38:05.000,2,2021-03-06 15:53:42
36800,films/36800,_ibvA-u2-AT,163,2005-05-26 02:26:23.000,2306,104,2005-06-04 06:36:23.000,1,2021-03-06 15:53:42
36801,films/36801,_ibvA-u2-AU,164,2005-05-26 02:26:49.000,1070,151,2005-05-28 00:32:49.000,1,2021-03-06 15:53:42
36802,films/36802,_ibvA-u2-AV,165,2005-05-26 02:28:36.000,2735,33,2005-06-02 03:21:36.000,1,2021-03-06 15:53:42
36803,films/36803,_ibvA-u2-AW,166,2005-05-26 02:49:11.000,3894,322,2005-05-31 01:28:11.000,1,2021-03-06 15:53:42
36804,films/36804,_ibvA-u2-AX,167,2005-05-26 02:50:31.000,865,401,2005-05-27 03:07:31.000,1,2021-03-06 15:53:42
36805,films/36805,_ibvA-u2-AY,168,2005-05-26 03:07:43.000,2714,469,2005-06-02 02:09:43.000,2,2021-03-06 15:53:42
36806,films/36806,_ibvA-u2-AZ,169,2005-05-26 03:09:30.000,1758,381,2005-05-27 01:37:30.000,2,2021-03-06 15:53:42
36807,films/36807,_ibvA-u2-Aa,170,2005-05-26 03:11:12.000,3688,107,2005-06-02 03:53:12.000,1,2021-03-06 15:53:42
36808,films/36808,_ibvA-u2-Ab,171,2005-05-26 03:14:15.000,4483,400,2005-06-03 00:24:15.000,2,2021-03-06 15:53:42
36809,films/36809,_ibvA-u2-Ac,172,2005-05-26 03:17:42.000,2873,176,2005-05-29 04:11:42.000,2,2021-03-06 15:53:42
36810,films/36810,_ibvA-u2-Ad,173,2005-05-26 03:42:10.000,3596,533,2005-05-28 01:37:10.000,2,2021-03-06 15:53:42
36811,films/36811,_ibvA-u2-Ae,174,2005-05-26 03:44:10.000,3954,552,2005-05-28 07:13:10.000,2,2021-03-06 15:53:42
36812,films/36812,_ibvA-u2-Af,175,2005-05-26 03:46:26.000,4346,47,2005-06-03 06:01:26.000,2,2021-03-06 15:53:42
36813,films/36813,_ibvA-u2-Ag,176,2005-05-26 03:47:39.000,851,250,2005-06-01 02:36:39.000,2,2021-03-06 15:53:42
36814,films/36814,_ibvA-u2-Ah,177,2005-05-26 04:14:29.000,3545,548,2005-06-01 08:16:29.000,2,2021-03-06 15:53:42
36815,films/36815,_ibvA-u2-Ai,178,2005-05-26 04:21:46.000,1489,196,2005-06-04 07:09:46.000,2,2021-03-06 15:53:42
36816,films/36816,_ibvA-u2-Aj,179,2005-05-26 04:26:06.000,2575,19,2005-06-03 10:06:06.000,1,2021-03-06 15:53:42
36817,films/36817,_ibvA-u2-Ak,180,2005-05-26 04:46:23.000,2752,75,2005-06-01 09:58:23.000,1,2021-03-06 15:53:42
36818,films/36818,_ibvA-u2-Al,181,2005-05-26 04:47:06.000,2417,587,2005-05-29 06:34:06.000,2,2021-03-06 15:53:42
36819,films/36819,_ibvA-u2-Am,182,2005-05-26 04:49:17.000,4396,237,2005-06-01 05:43:17.000,2,2021-03-06 15:53:42
36820,films/36820,_ibvA-u2-An,183,2005-05-26 05:01:18.000,2877,254,2005-06-01 09:04:18.000,1,2021-03-06 15:53:42
36821,films/36821,_ibvA-u2-Ao,184,2005-05-26 05:29:49.000,1970,556,2005-05-28 10:10:49.000,1,2021-03-06 15:53:42
36822,films/36822,_ibvA-u2-Ap,185,2005-05-26 05:30:03.000,2598,125,2005-06-02 09:48:03.000,2,2021-03-06 15:53:42
36823,films/36823,_ibvA-u2-Aq,186,2005-05-26 05:32:52.000,1799,468,2005-06-03 07:19:52.000,2,2021-03-06 15:53:42
36824,films/36824,_ibvA-u2-Ar,187,2005-05-26 05:42:37.000,4004,515,2005-06-04 00:38:37.000,1,2021-03-06 15:53:42
36825,films/36825,_ibvA-u2-As,188,2005-05-26 05:47:12.000,3342,243,2005-05-26 23:48:12.000,1,2021-03-06 15:53:42
36826,films/36826,_ibvA-u2-At,189,2005-05-26 06:01:41.000,984,247,2005-05-27 06:11:41.000,1,2021-03-06 15:53:42
36827,films/36827,_ibvA-u2-Au,190,2005-05-26 06:11:28.000,3962,533,2005-06-01 09:44:28.000,1,2021-03-06 15:53:42
36828,films/36828,_ibvA-u2-Av,191,2005-05-26 06:14:06.000,4365,412,2005-05-28 05:33:06.000,1,2021-03-06 15:53:42
36829,films/36829,_ibvA-u2-Aw,192,2005-05-26 06:20:37.000,1897,437,2005-06-02 10:57:37.000,1,2021-03-06 15:53:42
36830,films/36830,_ibvA-u2-Ax,193,2005-05-26 06:41:48.000,3900,270,2005-05-30 06:21:48.000,2,2021-03-06 15:53:42
36831,films/36831,_ibvA-u2-Ay,194,2005-05-26 06:52:33.000,1337,29,2005-05-30 04:08:33.000,2,2021-03-06 15:53:42
